"coupon_id","title","description","discount","minimum_cart","applicables","brands","users","payment","offer_tnc"
"27-3-14242","Dryfruits, Sweets, Gifts: Get Extra 50% Cashback","Paytm is Offering Extra Cashback on Gifts and Sweets. Buy Here for Dry Fruits, Special Gifts, Archies Gifts, Gift Cards, Sweets and so on. use Code ARC50 to get 50% Cashback on Archies, Get Max Cashback of Rs 1000. use Code DFRR50 to get 50% Paytm Cash on Dry Fruits & Sweets. use Code ARO50 to get 50% Cashback on Aeroplane Rice. use Code given for Gift Cards. use Code TYPH50 to get 50% Cashback on Typhoo Tea. use Code CH50 to get 50% Cashback on Chocolates.Use the Coupon Code given for the Selected listing page. ",,,,,,,
"27-3-14326","Women&#39;s Eye Wear: Get Extra Flat 50% Cashback + Buy 1 Get 1 Free","Paytm is Offering Women's Eye Wear for Flat 50% OFF by Using the above Code. Maximum Cashback is Rs 3000. Buy here and also get Buy 1 Get 1 Free on Selected Eye Wears. Use the Coupon Code given at the selected Product at the Check out Page. use Code SPARK50 to get 50% cash back on minimum order value of Rs 299 (Max. cash back Rs 3000). use Code SUN30 to get 30% cash back on total order value on Selected Products on Min Order Value of Rs 399. Buy Now. Enjoy the Best Shopping Experience in Paytm. Get The Cashback directly to Your Registered Account. ",,,,,,,
"27-3-14406","Men Accessories: Get Extra 50% OFF","Paytm is Offering Extra 50% OFF on Men's Accessories. Buy here for Special Accessories, Park Avenue Accessories, 499 Store, Men Accessories Brands, Premium Wallets, Branded Socks, Belts, Neckties, Colorplus, Bonjour Socks, Cuff links etc. use Code FEST50 to get 50% Paytm Cash on The Raymond Buy Accessories. use Code FEST50 to get 50% Paytm Cash on Men Accessories. use Code SPARK40 to get 40% cash back on Branded Belts. use Code FEST30 to get 30% cash back on Branded Socks. use Code SPARK40 to get 40% cash back on Premium Wallets.use Code FEST50 to get 50% Paytm Cash on Lino Perros- Men Accessories. For all those who are extremely selective about accessories here is the chance to select your Favorite Products. use Code FEST50 to get 50% Paytm Cash on total order value. (Max Cashback 2000). use Code FEST30 to get 30% cash back on total order value. (Max Cashback Rs 1000). ",,,,,,,
"27-3-14435","Student&#39;s Stuff: Get Extra 30% Cashback","Paytm is Offering Extra 30% Cashback on Student's Stuff. Buy Here for Lunch Boxes, Backpacks, Pens, Pencils and So On and get Flat 30% Cashback by Using the above given Code. use Code SCHOOL30 for selected Products to get 30% Cashback. (Max.cash back Rs 700 Max.). Buy for Rs 300 or more and use Code STATIONERY30 for selected Products to get 30% cash back on total order Value, Maximum Cashback is Rs 700. use Code SCHL25 on selected Products to get 25% Paytm Cash. This particular design gives a very safe way of carrying lunch and School Bags. Avail this Deal only on Paytm. ",,,,,,,
"27-3-14616","Get Rs 50 Cashback On Bill Payments (All Users)","Paytm is Offering Rs 50 Cashback on Post Paid Bill Payments of Rs 1000 and above. This above given Paytm Coupons can be Used 3 times per User. A Number can be Recharged Only Once using the above code. This is Valid for all Old users and New users. This is Valid Only on Web. This Cashback for the above transaction will be credited within 24 hours for the transaction into User s Paytm Wallet. Recharge it Now with the above Code and Enjoy the Discount. Not Valid for Airtel Users. ",,,,,,,
"27-3-14660","Sports Apparel: Get Extra 30% OFF","Paytm is Offering Flat 30% OFF on Sports Apparel. Buy here for Cycling Apparel, SwimSuits, Domyos Apparel, Slazenger Caps and so on. Use the Coupon Code given at the selected listing page. Best time to Get this Deal. use Code FA35 to get extra 35 % Paytm cash on min order value Rs 999 (Max.cash back Rs 4000). use Code SPO25 to get extra 25% cashback on min order value Rs 399 (Max.cash back Rs 10000). Buy for Rs 499 or above and use S30 for Selected Products to get Extra 30% Cashback on total order value (Max. cash back Rs 2500). ",,,,,,,
"27-3-14676","Health Devices: Upto 55% OFF + Extra 30% Cashback","Paytm is Offering Extra 30% Cashback on Health Devices. Buy Here for Massagers, Blood Pressure Monitors, Diabetic Care, Patient and Elderly Care, Weighing Scales. Use the above code to get extra 30% Cashback on the above said Health Devices. Use the Coupon Code given at the Selected listing page. Order Now. use Code HEALTH30 to get extra 30% cashback on min order value Rs 199 (Max.cash back Rs 400, Max 3 order per user). use Code MASSAGER to get extra 40% cashback on min order value Rs 2500 (Max.cash back Rs 1500, Max 2 order per user). use Code FIT30 and get Flat 30% Paytm cash. (Maximum cashback is Rs.3000) ",,,,,,,
"27-3-14688","Entrance Exam Books: Get Extra 30% Cashback","Paytm is Offering Extra 30% Cashback On Gate 2016 Entrance Books, UPSC Mains, Railway Exam, SBI Exam Books, MBA Exam Books, IAS Prelims & Mains, Other Vacancy Exam Books, SSC Exam Books, Govt Services Exams. Buy Books before this Deal ends. Use the Coupon Code given at the Selected listing page Depending Upon Order Value. Use EXAM30 to get 30% cash back on Best Sellers on Entrance Exam Books, UPSC Books, JEE Main and Advanced, IBPS/PO, GATE 2016, MBA Books. Use the Coupon Code given at the Selected Book. Buy for Rs 50 or more and use Code READ30 to get 30% cash back on total order Value.(Max cash back Rs 1000). Buy for Rs 300 or more and use Code EXAM30 to get 30% cash back on total order Value (Max cash back Rs 600, Max 5 order per user). Buy for Rs 250 or more and use Code BOOKS40 to get 40% cash back on Total Order Value.(Max Cash Back Rs 600/-, Max 5 order per user) Buy Now. ",,,,,,,
"27-3-14729","Diwali Sweets: Get Extra 35% Cashback","Paytm is Offering extra 35% cashback on Sweets. This Sweets gift box has the traditional Indian mithai prepared in pure desi ghee. Buy here for Kaju Sweets, Mixed Sweets, Packed Sweets, Sugar Free Sweets and so on and get Extra 35% Cashback by using the above code. Minimum Cart Value is Rs 499. Maximum Cashback is Rs 500. Buy Now. ",,,,,,,
"27-3-14734","Men Combo Deals: Get Flat Extra 30% Cashback","Paytm is Offering Extra 30% Cashback on Men's Combo Deals. Buy Here for Watch Combos, Wallet Combos, Sunglasses Combo, T-shirt Combos, Shoe Combo Deals and so on and get cashback by using the Coupon Code given at the selected listing page. Cashback will be credited in your Paytm Wallet. use Code FEST30 to get 30% cash back on total order value. (Max Cashback Rs.1000 ). use Code STYLE20 for Selected Products to get 20% Paytm Cash (Max.cash back Rs 5000 Max.). Minimum order value will be Rs 299. use Code SPARK40 to get 40% cash back on Selected Products.This is Valid for selected Products. Use the Coupon Code given at the Selected listing page. Get the Cool Look Hurry up now. use Code TIME50 to get 50% cash back (Max. cash back Rs 5000, Max 3 order per user). ",,,,,,,
"27-3-14758","Pocket-Friendly Mobile Phones Under Rs 1999 + Get Extra 12% Cashback","Paytm is Offering Pocket-Friendly Mobile Phones at Best Price. Buy here for Branded Mobile Phones like Samsung, Micromax, Karbonn, Spice and so on which are under Rs 1999. Use the Coupon Code given at the selected listing page and get extra 12% Cashback on Selected Mobiles. ",,,,,,,
"27-3-14787","Men&#39;s Clothing: Get Extra 35% Cashback","Paytm is Offering Extra 35% Cashback On Men's Clothing. Choose from Different Brands and categories. Buy here for Shirts, Trousers, T-Shirts, Jeans, Suits and so on. use Code STYLE40 to get 40% Paytm Cash on Allen Solly Collection. use Code STYLE40 to get 40% Paytm Cash on Denim Jeans. use Code STYLE30 on T-Shirts to get 30% Paytm Cash (Max.cash back Rs. 5000). use Code STYLE35 to get 35% cashback (Max.cash back Rs 5000) on Men Casual Shirts. use Code MPFORMAL35 to get 35% Paytm Cash on Men Formal Shirts (Maximum cashback is Rs 1000 per order). use Code STYLE25 to get extra 25% off on total order value of Innerwear Fest. ",,,,,,,
"27-3-14795","Men Beauty and Personal Care: Get Upto 30% OFF","Paytm is Offering 30% OFF on Men Beauty and Personal Care. Use FRAG30 Code to get 30% Cashback on Perfumes for Men. use Code LOOK20 to get 20% cash back on Gillette Collection. use Code FRAG40 to get 40% cash back on Perfume for Men. use Code LOOK25 to get 25% cash back on Gillette Collection. use Code LOOK35 to get 35% cash back on Deodorants. use Code LOOK35 to get 35% cash back on Fiama Di-wills Products. use Code LOOK35 to get 35% cash back on Engage Exclusive Store. use Code LOOK25 to get 25% cash back on Nivea-Exclusive Range. Use the Coupon Code given at the selected listing page. Buy Now. Fresh Fragrance with Paytm Show Now. ",,,,,,,
"27-3-14823","Samsung Mobiles: Get Flat 18% Cashback","Paytm is Offering 18% Cashback On Samsung Mobile Phones by Using the above code. Paytm helps you to Compare price, buy best latest Samsung mobile handsets and Smartphones in India. Use the Coupon Code given at the Selected listing page.Get the Mobile with Cashback. use Code GET18 and Get 18% Cashback. use Code GET15 and get 15% cashback. (Max 1 order per user). use Code GET12 for selected Mobile Phones and get 12% Cashback. (Max 1 order / user). ",,,,,,,
"27-3-14842","Get Rs 100 Cashback On DTH Recharges Of Rs 500","Paytm is Offering Rs 100 Cashback on DTH Recharges of Rs 500 and above. Use the above Code to get Rs 100 Cashback This code can be Used only Once per User. This is Valid through all Payment modes. This Paytm Code is Valid for New DTH Users. This is Valid on Web. So all New DTH users, Avail this Paytm Offers today and enjoy Rs 100 money back. Cashback will be Credited in 24 hours to Your Paytm Account. Do Paytm online recharge online. ",,,,,,,
"27-3-14869","Pantaloons Fashion: Get Flat Extra 30% Cashback","Paytm is Launching Pantaloons Fashion. Get Flat Extra 30% Cashback on Pantaloons Clothing like Suits, Shirts, T-shirts, Jeans, Track Pants and so on. Use the Coupon Code given at the selected listing page. Get Your Favorite Brand now. Cashback from Paytm will be credited in your Paytm Account. use Code STYLE40 to get 40% cashback (Max.cash back Rs 5000, Max 3 order per user). use Code STYLE30 to get 30% cashback (Max.cash back Rs 5000). use Code use Code AW25 to get 25% Paytm Cash (Max.cash back Rs 5000). use Code STYLE20 for Selected Products to get 20% Paytm Cash (Max.cash back Rs 5000). Use the Coupon Code given at the Selected listing page. Buy Now. ",,,,,,,
"27-3-14872","Men Personal Care Combos: Get Extra 20% Cashback","Paytm is Offering Extra Upto 20% Cashback on Men's Personal Care Combos. Buy here for Grooming Kit Combos, Perfume Combos, Deodorant Combos, Skin Care combos and so on. Use LOOK25 to get 25% Cashback on Combo Deals. Get the Extra Cashback only through Paytm. Use the Coupon Code given for the Selected Products only to get Extra Cashback. use Code LOOK20 to get 20% cash back. use Code LOOK20 to get 20% cash back on total order value. (Max Cashback 1000 ). use Code LOOK10 to get 10% cash back on total order value. (Max cashback Rs 1000). Get the combo deals now. ",,,,,,,
"27-3-14886","Sling Bags@ Get Extra 20% Cashback","Paytm is Offering Extra 20% Cashback on Sling bags by Using the above Code. Buy here for Branded Handbags Which Starts at Rs 149 Listed in the listing page like Japman,, Vogue, Cappuccino, Estoss, Utsukushii, Damit and so on. This Cash back acquired from the Coupon Codes to be credited to your wallet within 24 hours of your product being shipped. Buy Now and Bring the Stylish Bags. use Code BAG40 to get 40% cash back on total order value.(Max 6 order per user) use Code BAG30 to get 30% cash back on total order value.(Max 5 order per user). use Code MPBAG35 to get 35% cash back on total order value.(Max 5 order per user). use Code BAG20 to get extra 20% cachback on total order value.(Max 10 order per user). Paytm would gladly accept returns for 15 days from delivery date. ",,,,,,,
"27-3-14928","Shorts & 3/4ths: Get Upto 50% + Extra 20% Cashback","Paytm is Offering Extra 20% Cashback on Men's Shorts and 3/4ths. Buy here for Branded Shorts and 3/4ths like Pantaloons, Allen solly, American Swan, Wajbee, Peter England, Yepme and so on. Paytm Cashback will be credited in 24 Hours to Your Paytm Account. Max Cashback is Rs 5000. Use the Coupon Code given at the selected listing page. Buy Now to get the Deal. Shopping online with Cashback is Special so Get Cashback from Paytm and Enjoy the Benefits. Hurry up. use Code WEEK40 to get 40% Paytm Cash (Max.cash back Rs 5000). use Code STYLE20 to get 20% Paytm Cash (Max.cash back Rs 5000). ",,,,,,,
"27-3-14952","Electric Cookers and Fryers: Get Extra 10% Cashback","Paytm is Offering Extra 10% cashback on Electric Cookers by Using the above given code for selected products. Buy here for Butterfly, Panasonic, Prestige, Philips and so on. Cash back acquired from the above code to be credited within 24 hours of your product being shipped.(Max 3 orders per User). Online Shopping with Cashback only through Patym.Get More benefits by shopping Now. use Code PROMO10, get 10% cashback. Max Cashback Rs 4000. Max 2 items per order. 2 orders per user. Use Coupon Code PROMO20, get 20% cashback. Max Cashback Rs 4000. Max 2 items per order. 2 orders per user. Use MPLIVE20 to get Flat 20% Cashback total order value (Max. Cashback Rs 3000 per order). use Code PROMO40, get 40% cashback. Max Cashback Rs 4000. Max 2 items per oder. 2 orders per user ",,,,,,,
"27-3-14969","Routers: Get Flat Extra 15% Cashback","Paytm is Offering Extra Flat 15% Cashback on Routers.Enjoy seamless network connectivity Buy here for Best Routers like Netgear, D-link, Tenda, Asus and so on and get extra 15% Cashback by Using the above code.Get Routers to use Wifi in Home and For Office. Maximum 2 Orders per User is Valid. This Cash back acquired from the given codes will be credited within 24 hours of your product being shipped. Max Cashback is Rs 600. Hurry Up, This is Valid till Stock Lasts. Get the extra Cashback through Paytm. Cashback will be credited in Paytm Account Within 24 hours of Transactions. use Code NET15 and get 15% cashback. Max 2 Items per order, 2 orders per user. Max Cashback Rs 600. use Code CACC10 and get 10% cashback. Max 2 items per order, 2 order per user. Max Cashback Rs 1000. ",,,,,,,
"27-3-15038","Value Store: Get Upto 50% OFF + Upto Extra 30% Cashback","Paytm is Offering Value Store as get Extra 30% Cashback. Buy Here for Toys & Games, Baby Care & Maternity, Car Exterior Accessories, Bike Accessories, Entrance Exam and Kids & Teens. use Code SNE25 to get 25% Paytm Cash on Toys and Games. Use the Coupon Code given for the Baby Care and Maternity Products. Use EXTERIOR30 code to get 30% Cashback for Car Exterior Accessories. Use BEDDING90 for kids bedding. Use EXAM30 Code for Entrance Exam and Use READ30 for Kids & teens. Abhi Paytm Karo and Get Cashback. use Code EXTERIOR30 to get 30% Paytm Cash on Total order value (Max.cash back Rs 1000/-, Max 5 order per user). Get this Exiting Deals Now and the Cashback. ",,,,,,,
"27-3-15068","Boys & Girls: Apparels: Upto 30% Cashback","Paytm is Offering Extra Flat 30% Cashback on Boys and Girls Apparels Which are Trending Now. Buy Here for Boys T-Shirts, Girls Frocks and Dresses, Girls Tops & Bottom Sets, Boys- Jeans-Trousers, Infants Clothing, Girls Ethnic Wear. Use STYLE30 to get 30% Cashback on Infants Clothing, Boys T-Shirts, Girls Tops and Bottom Sets, Boys Jeans and Trousers, Pretty Frocks and Dresses, Girls Ethnic Wear. Get Your favorite Style Products for kids. Buy Now. Cashback will be Credited within 24 Hours of the Transaction Complete. to your registered account. ",,,,,,,
"27-3-15075","Proteins & Nutrition: Get Flat 30% Cashback","Paytm is Offering Extra Flat 30% Cashback on Proteins and Nutrition. Search here for Proteins - Authenticity Guaranteed for Extra 30% cashback by Using the PRO30 Code. Paytm Launches General Nutrition at Best Prices and get Extra 30% Cashback by Using the above Code. Also Buy For Health Food & Drinks, Proteins, Ultimate Nutrition, Endura Mass, Muscle Blaze, Muscletech and so on. Hurry to get this Deal. use Code PRO30 to get extra 30% cashback on min order value Rs 499 (Max.cash back Rs 2000, Max 2 order per user). ",,,,,,,
"27-3-15105","Brand Special Festive Suits for Women@ Flat 50% Cashback","Paytm is Offering Brand Special Festive Suits for Flat 50% Cashback During this Dussehra Season. Buy here for Adah, Hiba, Brijraj, Anarkali suit , Polyester Material, Georgette Dress Material, Chiffon Dress Material and so on. Hurry Up Buy now. Use the Coupon Code STYLE35 at the selected listing page for the Selected Party Wear Dress Materials to get 35% Cashback. use Code WEEK50 to get 50% cashback (Max.cash back Rs 5000). Get Maximum Cashback is Rs 3000 per Order. Use the Coupon Code given at the Selected listing page. Cashback will be Credited to your Paytm Account can be used to Buy anything you like. ",,,,,,,
"27-3-15143","299 Store @ Fashion Accessories: Get Upto 50% + 30% cashback","Paytm is Offering Fashion Accessories which are under Rs 299. Buy here for Women Accessories like Scarfs, Judastick, Comb Clips, Hair Clips, Belts, Umbrella and So on. Get 30% Cashback on Minimum order Value of Rs 399. Maximum Cashback is Rs 1000. Max 3 orders per user. Avail the Best Price. Make Your Look More Stylish by wearing Scarfs, Clips, and Belts only through Paytm. Buy for Rs 399 & above to get 30% cash back, use Code SPARK30. (Max cashback Rs 1000). Get Designed accessories from Paytm and add amazing charm and grace to your personality. Avail it now. ",,,,,,,
"27-3-15144","Women@ Designer Wear: Get Extra 30% Cashback","Paytm is Offering Extra Flat 30% Cashback on Women Designer Wear. Buy Here For Various Designer Wear Clothes and get Extra Cashback. Discover outstanding designer clothing for women from Top Designers. The finest designer clothes for women are here to Buy now. Use STYLE30 to get 30% Cashback on Masaba Gupta by Stylista, Wendell Rodricks by Stylista, Famous by Payal Kapoor, Abu Jani & Sandeep Khosla, Ethnic Collection, Western Collection. Use the Coupon Code given at the selected listing page. use Code STYLE20 to get extra 20% paytm cash back (Max. cash back Rs 5000, Max 3 order per user). use Code STYLE30 for Selected Products to get 30% Paytm Cash (Max.cash back Rs 5000). ",,,,,,,
"27-3-15150","3D Bed sheets: Get Upto 60% OFF + Extra 40% Cashback","Paytm is Offering 3D Bed sheets for 40% Discount. Buy Imported Superior Quality 3D Print Double Bed Sheets at lowest prices in India. Buy Online Imported Superior Quality 3D Print Double Bed Sheets with 2 Complimentary Pillow Covers Free and also get 40% OFF by Using the Coupon Code at the selected listing page. Buy Now. Get the Best Price on Bed sheets with Extra Cashback on Paytm. Use HNk to get Extra 40% Cash back on orders above Rs 1199, get 35% cash back on orders from Rs 499 to Rs 1199 and get 20% CB on orders less than Rs 499. Use HOME20 for Selected Bed Sheets to get Extra 20% Cashback on total order value (Max. cash back 1000). ",,,,,,,
"27-3-15165","Spl. Occasions Bedsheets@ Get Extra 40% Cashback","Paaytm is Offering Spl. Occasions Bedsheets at Best Price. Buy here for Best Occasions Bedsheets starting from Rs 499. Choose from Wide Variety of Bed sheets and get Flat 40% Cashback on total Order Value by Using the above code. Minimum Shopping Value is Rs 499. Maximum Cashback is Rs 1000. Use HNK to get HNK Extra 40% Cash back on orders above Rs 1199, get 35% cash back on orders from Rs 499 to Rs 1199 and get 20% CB on orders less than Rs 499. ",,,,,,,
"27-3-15205","Carpets: Buy 1 Get 1 Free + Upto 30% OFF","Paytm is Offering Upto 30% OFF on Carpets. Buy from a wide range of Carpets for living room & bedroom online at Paytm. Buy for Buy 1 Get 1 Free On Floral Carpets and also by Using the Coupon Code in app and get Upto 30% Cashback. Get 30% cashback when you Buy on the Paytm Website by Using the Coupon Code HNK on Minimum Order Value is between Rs 499 to Rs 1999. Get 20% CB on purchases less than 499, 30% cash back for purchases from 499 to 1999 and 40% Cash back for purchases 1999 & more. Don't Miss this Great Deal. Avail now. ",,,,,,,
"27-3-15206","Set Of 4 Door Curtains @ Extra 40% Cashback","Paytm is Offering Big Day Sale on Curtains. Buy here for Branded Curtains and get Extra 40% Cashback by Using the above code. Make Your Home Colorful with the Best Deal from Paytm. Use the above code and get 20% CB on purchases less than Rs 499, get 30% cash back for purchases from Rs 499 to Rs 1999 and get 40% Cash back for purchases Rs 1999 & more. Buy Now. Give the Stylish Look to your House. ",,,,,,,
"27-3-15241","Pain Management and First Aid Kits: Get Flat 35% Cashback","Paytm is Offering Flat 35% OFF on pain Management and First-Aid Kits. Buy here for Balms and Sprays, Body Support, First Aid Kit, Fracture Care, Hold and Cold Treatment and Physiotherapy Aids. Use the above code to get Flat 35% Cashback. Use HEALTH35 to get 35% Cashback for Balms & Sprays, Body Supports, First Aid Kit, Fracture Care, Hot & Cold Treatment, Physiotherapy Aids. Use the Coupon Code given at the Selected listing page. Buy Now. use Code HEALTH35 to get extra 35% cashback on min order value Rs 99 (Max.cash back Rs 999, Max 2 order per user). use Code HEALTH30 to get extra 30% cashback on min order value Rs 199 (Max.cash back Rs 400, Max 3 order per user) use Code HEALTH35 to get extra 35% cashback on min order value Rs 299 (Max.cash back Rs 400, Max 2 order per user). ",,,,,,,
"27-3-15245","Women@ Combo Deals: Get Flat 30% OFF","Paytm is Offering Extra Flat 30% Cashback On Women Combo on Fashion, Accessories, Footwear, Watches, Handbags, Sunglasses and so on. Use the Coupon Code given at the selected product Deal. Get Maximum cashback of Rs 4999. Don't Miss this Amazing Hot Deal . Seller will accept returns within a 15 days from date of delivery of the item. use Code STYLE30 to get 30% Paytm Cash (Max.cash back Rs. 5000). use Code TIME20 to get 20% Paytm Cash (Max.cash back Rs 5000/-, Max 3 order per user). use Code FOOT30 to get 30% cash back on total order value.(Max.cash back Rs 4999, Max 5 order per user). use Code WEEK45 to get 45% cashback (Max.cash back Rs. 5000). ",,,,,,,
"27-3-15256","Health Care@ Massagers: Get Extra 50% Cashback","Paytm is Offering Extra Flat 50% Cashback On Massagers. A good massage can do wonders for relieving tension and pain, So Buy here for Entire Range of Massagers which Includes Body Massagers, Heating Belts, Deemark Massagers, Massage Belts and So on. Use MASSAGER to get 40% Cashback on Massagers, Body Massagers, Heating Belts, Deemark Massagers, Massage Belts. Health is Wealth Now Paytm is giving both Health and Wealth. Buy Now. use Code MASSAGER to get extra 40% cashback on min order value Rs 199 (Max.cash back Rs 800, Max 2 order per user). use Code HEALTH30 to get extra 30% cashback on min order value Rs 199 (Max.cash back Rs 400, Max 3 order per user). ",,,,,,,
"27-3-15316","Campus Sutra Winterwear@ Get Minimum 30% Cashback","Paytm Fashion Sale is Here. Buy here for Winter Wear, Printed T-Shirts, Printed Shirts, Jackets, Sweat Shirts, Hoodies and so on. Buy Campus Sutra products online in India from paytm and get Extra 30% Cashback by Using the above Code. Campus Sutra is all about being unique and standing out from the rest of the crowd. use Code STYLE30 to get extra 30% paytm cash back (Max. cash back Rs 5000, Max 3 order per user). use Code STYLE20 for selected Winter wear to get 20% Paytm Cash (Max.cash back Rs 5000). Buy Now. ",,,,,,,
"27-3-15318","The Android Store @ Get Flat 15% OFF","Paytm is Offering Flat 15% Cashback On Android Mobile Phones. Buy Here for Branded Mobiles like Motorola, Panasonic, Intex, Haier, Xolo, Lenovo, Sony, Samsung, HTC and so on. Maximum 1 Order per User is Valid. Use the Coupon Code given at the selected listing page. ",,,,,,,
"27-3-15319","Men Shopping@ Save 40% OFF On Fashion","Paytm is Offering Sale Upto 40% OFF and get Extra Cashback on Men Shopping. Buy Here for Woodlands products, Cinthol Deodrants, T-shirts, Shoes, Sandals and Flip flops, Denims, Inner wear, Watches, Bags, Perfumes. use Code FOOT30 to get 30% cash back on Bucca Bucci Footwear. use Code STYLE40 to get 40% cashback on Denim Super Sale. use Code TIME35 to get 35% Paytm Cash on Fastrack Watches.use Code LOOK30 to get 30% cash back on Tresemme and Dove Exclusive Store. use Code STYLE30 to get 30% Paytm Cash on T-Shirts. use Code FOOT20 to get Flat 20% cashback on Adidas and Reebok Shoes.Use the Coupon Code given at the selected listing page. Avail now. ",,,,,,,
"27-3-15322","Women Apparel@ Get Flat 40% OFF","Paytm is Offering Sale on Women Shopping at Great Discounts. Buy Here for Women Footwear, Sarees, Dress Materials, Watches, Kurtis, Skin Care and so on.use Code FOOT15 to get 15% Paytm Cash on Pointy Heels and Wedges. use Code WEEK50 to get 50% Cashback on Kurtis Top Brands. use Code WEEK50 to get 50% Cashback on Sarees. use Code LOOK35 to get 35% cash back on Lakme- The Exclusive Store. use Code WEEK50 to get 50% Cashback on Dress Materials. use Code TIME35 to get 35% Paytm Cash on Titan Watches. Use the Coupon Code given at the selected listing page. Buy Now. ",,,,,,,
"27-3-15331","All Footwear for Men: Extra Flat 30% Cashback","Paytm is Offering Men Shoes at Extra 30% Cashback by Using the above Code. Buy Men Footwear Online at Best Prices in India only at Paytm. Now get Adidas, Nike and Reebok Sports Shoes with Extra Cashback. Check here for 100+ products and get Extra Cashback. Use the FOOT30 code given at the Selected Products.Max 5 times Per User. No Minimum Order Value. Get the Best Brand Provogue Shoes with Extra 50% Cashback only through Paytm. use Code MAGIC65 to get 65% Paytm Cash. use Code FOOT40 for selected Footwear to get Flat 40% cashback on total order value. use Code FOOT35 for selected Footwear to get Flat 35% cashback on total order value. Get this Deal now. ",,,,,,,
"27-3-15337","Induction Cooktops: Get Flat Extra 10% Cashback","Paytm is now Offering You to Buy Branded original Induction Cooktops online at lowest price. Buy online for Induction Cooktops from Prestige, Philips, Bajaj, Pigeon and so on at discounted prices with Extra 10% Cashback by Using the above code Limited Products. Use the Coupon Code given at the selected listing page. Paytm made Cooking Easy So Buy now. Cook Food without Gas Only on Induction Cook tops. Within warranty period Authorized Service Centers will repair or replace any defective part if needed. use Code PROMO15, get 15% cashback. Max Cashback Rs 4000. Max 2 items per order. 2 orders per user. use Code PROMO10 and Get 10% Cashback on Selected Products Only, Maximum Cashback of Rs 4000 and Maximum 2 orders per user. use Code APL10 for Selected Products to get 10% Cash back.(Max 3 order per user). Buy now. ",,,,,,,
"27-3-15353","Security Systems@ Get 10% Cashback","Security cameras are a great way to provide security for your home or workplace. Buy Here at Paytm For Quantum CCTV Cameras, Bullet Cameras, Dome Cameras, DVR, Pen Cameras and so on. Use CC10 for Flat 10% CashBack on Security Systems, CCTV Cameras. Use CC10 to get 10% cashback on DVR, Bullet Cameras, Dome Cameras, Pen Cameras. Protect Your Home, Office, Workplace with this Exciting Deal from Paytm. Use the Coupon Code given at the selected listing page. Buy now. use Code CC10 for selected Products and get 10% cashback. (Max 1 order per user). use Code CC5 for selected Products to get 5% Paytm Cashback. ",,,,,,,
"27-3-15395","Diapers@ Flat 35% Cashback","Paytm is Offering Baby Diapers at Best Price to keep your Baby dryness for fresh and happy mornings. Buy Here for Branded Diapers like Pampers, Huggies, Mamypoko Pants. Get Extra Flat 35% Cashback by Using the above code. use Code 35DIAP for selected Diapers to get 35% Cashback on min order value Rs 500 (Max.cash back Rs 1000 Max.). Don't Miss. Keep your Child free from wet problems. use Code 30DIAPER for Selected Diapers to get 30% Paytm Cash. ",,,,,,,
"27-3-15406","Womens Footwear@ Get Extra 35% Cashback","Paytm is Offering Women Footwear at Best Price. Buy Here for Women Footwear like All Branded Footwear category, Ballerinas, Top Brands, Heels & Wedges, Sports and Sneakers, Assorted Footwear Collection, Freedom to run, Free Thinking Footwear and so on. use Code FOOT35 to get 35% Cashback on Carlton London Boots. use Code FOOT35 to get 35% Cashback on Footwear Which are Under Rs 399. use Code FOOT35 to get 35% Cashback on Balle Gambe Footwear. use Code FOOT35 to get 35% Cashback on Seasons Best Sellers on Footwear. use Code FOOT25 to get 25% Cashback on Bruno Manetti Footwear. use Code FOOT35 to get 35% Cashback on Buy the Best Footwear. Use the Coupon Code given at the Selected listing page. Now Buy for Footwear with Extra Cashback only through Paytm. ",,,,,,,
"27-3-15451","Bus Ticket Booking: Get 50% Cashback (All Users)","Paytm is Offering Bus Ticket Booking. Get 50% Cash back by Using the above code. No Minimum Order Value. Plan Your Journeys and Get Maximum Cashback of Rs 125.This code can be used only 2 times per user. Cash back will be credited within 24 hours of the transaction into the user s Paytm Account. This is Applicable on all Platforms. This is Valid for all Old and New Users. Book Now and get the Cashback to your Paytm Account. ",,,,,,,
"27-3-15504","Style Homez- Bean Bags@ Flat 40% Cashback","Paytm Offering 40% Cashback on Bean Bags. Get Your Stylish Bean Bag Varieties by using the Above code.White Bean Bag Filler, Inflatable Sofa Cum Bed also Available for Discounts. Buy now. This Paytm Cashback will get Credited in 24 hours.( Max 2 orders Per user). Use HNK for Selected Products to Get 20% CB on purchases less than Rs 499, get 30% cash back for purchases from Rs 499 to Rs 1999 and get 40% Cash back for purchases Rs 1999 & more. To have a comfortable sitting posture Buy Bean Bags Now through Paytm. use Code HOME51 for selected Bean Bags to get Flat 51% Cashback on total order value. (Max cash back Rs 5000). use Code HOME41 for selected Bean Bags to get Flat 41% Cashback on total order value. (Max cash back Rs 3000). ",,,,,,,
